87.25,2014-01-30
62.85,2017-01-17
72.60,2018-07-15
73.98,2018-02-11
88.26,2012-12-27
80.48,2010-10-01
60.49,2019-01-28
67.14,2016-01-01
71.29,2011-09-13
73.50,2015-06-04
83.55,2015-06-09
81.35,2018-09-19
68.37,2016-04-02
85.24,2016-06-25
76.48,2017-09-23
89.00,2014-05-22
69.62,2017-04-28
71.94,2014-04-02
86.38,2018-12-28
83.52,2018-05-13
78.97,2014-12-31
62.03,2012-06-03
67.36,2013-06-30
87.38,2015-12-20
84.62,2017-07-02
83.08,2009-12-20
69.03,2016-12-02
81.61,2016-05-02
78.19,2018-12-27
74.57,2016-07-10
84.37,2014-07-03
80.55,2018-05-29
79.49,2019-01-20
84.54,2014-02-21
87.42,2015-09-13
85.56,2012-12-20
67.64,2014-10-22
87.69,2013-05-17
74.39,2019-05-05
69.87,2012-06-04
62.05,2014-08-09
62.97,2012-05-13
78.82,2010-04-29
64.33,2014-06-03
86.46,2017-12-21
76.67,2011-06-10
77.73,2009-12-03
84.45,2015-08-24
88.01,2013-05-24
82.87,2013-03-13
70.27,2011-04-25
79.57,2014-06-16
76.63,2018-06-27
72.97,2018-02-21
87.18,2014-05-27
60.97,2013-08-15
63.86,2012-01-01
83.71,2014-01-26
63.51,2016-07-03
64.82,2012-03-06
63.53,2020-03-29
77.09,2011-04-07
62.57,2011-06-03
86.54,2015-04-09
89.52,2013-12-17
69.69,2013-06-06
77.01,2020-08-06
61.09,2016-08-28
62.61,2013-12-25
63.34,2019-08-02
74.00,2020-09-28
69.14,2013-07-04
66.24,2012-04-15
78.03,2012-06-11
86.39,2014-01-15
60.85,2012-04-01
65.94,2018-04-03
70.64,2013-06-29
62.27,2014-01-04
81.03,2010-06-11
47.25,2015-05-05
46.96,2020-04-21
48.31,2014-01-19
49.66,2018-01-09
47.19,2020-05-14
45.71,2010-10-26
40.27,2017-12-27
47.52,2011-07-06
46.62,2014-05-15
44.11,2018-07-19
46.06,2015-12-05
46.58,2016-01-26
47.92,2017-10-29
46.14,2017-04-08
43.47,2010-10-27
46.09,2020-08-06
49.37,2012-01-13
42.35,2011-04-21
48.98,2017-03-17
42.24,2010-07-08
40.06,2013-01-10
45.41,2014-02-08
42.67,2014-12-01
41.78,2012-03-04
46.27,2010-03-28
43.05,2017-03-13
42.84,2020-06-21
44.53,2017-02-22
47.17,2015-07-28
43.43,2015-02-20
49.78,2013-03-10
47.83,2015-06-07
47.61,2019-06-04
46.38,2020-10-01
47.64,2015-01-27
40.95,2010-04-21
49.70,2012-12-11
42.21,2015-07-15
42.89,2012-09-27
43.25,2020-04-27
45.93,2018-08-26
40.16,2012-09-19
43.83,2011-01-29
40.33,2017-12-03
44.89,2018-07-15
49.87,2010-05-02
47.58,2019-05-22
46.02,2012-04-15
49.85,2020-09-30
48.03,2012-10-17
42.59,2013-12-10
48.58,2010-12-17
48.29,2019-04-16
43.39,2020-09-12
48.84,2014-05-05
43.37,2014-01-23
40.16,2017-10-21
43.82,2015-06-11
45.65,2012-03-22
44.22,2014-09-16
44.10,2020-05-15
48.36,2015-09-13
40.86,2016-12-02
42.98,2012-04-02
41.32,2012-04-30
44.27,2015-12-31
43.79,2017-02-08
40.56,2013-08-31
40.65,2011-12-14
42.93,2017-12-20
49.30,2017-05-14
48.06,2012-05-13
47.60,2020-08-16
44.00,2018-07-17
44.56,2010-02-20
45.83,2012-05-10
44.27,2016-08-27
40.76,2014-07-02
42.07,2020-02-03
42.28,2019-01-28
49.70,2012-06-21
42.76,2015-10-26
45.56,2017-07-08
40.05,2019-05-15
45.84,2019-04-17
48.45,2020-06-30
45.57,2015-09-29
48.60,2019-09-30
40.93,2013-10-02
43.46,2018-12-04
40.40,2019-09-29
45.06,2011-07-16
49.35,2018-01-15
42.56,2016-01-27
46.96,2020-05-04
44.46,2015-05-16
45.89,2016-07-07
49.13,2019-10-07
47.24,2020-07-26
49.66,2014-08-06
49.49,2016-04-15
43.70,2015-10-01
43.69,2018-03-02
48.02,2011-05-09
42.46,2015-08-24
44.77,2010-04-14
46.95,2019-04-15
48.75,2014-08-24
40.26,2013-09-13
49.97,2020-03-26
46.64,2019-04-01
45.50,2013-10-30
47.43,2020-09-04
49.05,2012-08-24
42.03,2020-09-04
47.41,2009-12-11
46.84,2010-04-04
46.32,2011-03-03
48.26,2020-06-24
40.82,2010-03-22
42.99,2012-10-02
40.74,2015-01-13
40.14,2019-03-28
40.09,2011-07-20
43.17,2013-05-13
45.88,2019-10-28
46.99,2013-06-05
47.67,2013-01-12
43.19,2016-03-07
43.28,2017-08-28
45.59,2011-04-12
41.01,2012-05-01
42.83,2019-10-28
40.17,2017-02-20
40.51,2016-03-07
42.13,2017-09-07
49.83,2015-07-07
47.91,2020-04-24
49.45,2012-07-14
40.68,2017-02-20
42.76,2012-07-04
41.91,2010-09-19
42.66,2013-04-30
46.60,2012-05-24
40.28,2018-02-20
45.85,2017-06-24
44.18,2010-11-01
49.80,2016-07-28
49.76,2018-12-06
44.46,2017-06-12
48.09,2019-10-22
46.23,2010-02-12
40.71,2018-03-21
48.94,2019-10-29
40.27,2019-12-14
43.14,2016-08-29
44.66,2017-01-03
47.24,2018-02-27
41.43,2009-12-08
48.28,2010-08-22
44.44,2015-10-19
48.90,2020-02-11
48.13,2011-09-12
46.63,2019-02-23
41.77,2020-09-14
49.89,2018-07-13
44.04,2011-04-22
42.38,2012-09-07
40.59,2015-02-22
42.48,2016-09-08
40.44,2012-02-18
43.51,2013-10-31
41.89,2018-02-01
44.82,2018-10-18
42.54,2011-03-29
42.77,2013-03-29
47.12,2011-07-11
40.61,2016-04-08
44.97,2011-01-21
44.32,2016-07-02
48.41,2016-08-27
48.24,2014-03-16
49.93,2013-01-19
44.97,2020-05-09
43.74,2018-04-27
47.48,2020-02-05
43.48,2019-03-15
47.98,2017-07-01
42.69,2015-04-14
40.82,2011-06-27
47.41,2013-09-24
42.43,2019-06-18
44.88,2011-05-29
49.27,2020-09-02
48.04,2017-07-19
47.61,2017-12-22
43.71,2011-12-30
43.96,2017-08-24
42.64,2012-04-22
46.33,2018-10-01
22.24,2010-12-28
21.51,2016-09-11
20.45,2018-07-11
24.89,2010-01-26
21.52,2019-06-24
22.10,2016-02-20
21.86,2010-09-23
21.26,2019-06-24
24.85,2013-12-23
20.15,2015-10-01
22.27,2016-04-24
21.37,2018-08-27
21.97,2014-06-11
22.57,2014-03-27
23.72,2016-01-08
24.72,2011-08-09
20.02,2010-02-03
21.92,2015-05-25
20.46,2016-09-09
20.76,2019-07-20
22.32,2017-08-18
20.78,2019-06-08
23.86,2017-05-14
24.16,2016-10-10
23.24,2018-05-14
24.10,2017-01-12
24.41,2011-06-01
23.02,2019-04-05
24.07,2018-01-23
21.72,2014-04-16
21.14,2019-09-24
20.48,2015-03-23
21.28,2016-12-07
21.31,2011-02-01
24.57,2016-10-18
23.46,2013-06-27
24.44,2017-01-22
20.21,2015-04-07
24.26,2016-06-08
22.50,2011-07-15
24.49,2017-06-19
24.17,2020-07-29
21.06,2012-07-03
21.30,2011-04-17
22.47,2019-02-19
21.85,2010-03-21
20.68,2011-04-29
23.57,2019-05-06
20.40,2016-05-26
22.70,2015-12-23
23.56,2018-05-09
22.97,2016-03-09
21.41,2018-09-13
22.23,2010-12-30
22.87,2016-06-20
21.43,2012-05-29
21.79,2013-07-04
20.93,2018-09-12
21.93,2013-08-06
20.36,2020-09-02
21.10,2019-02-02
24.17,2017-06-01
24.64,2017-02-15
20.02,2015-12-16
20.72,2020-01-16
20.59,2016-04-06
20.45,2015-07-22
23.69,2013-10-19
23.44,2013-05-21
23.15,2020-05-30
20.30,2020-06-15
20.03,2017-07-25
24.58,2014-09-22
24.43,2020-10-29
24.02,2014-07-08
21.75,2011-12-08
23.71,2014-01-10
22.85,2019-04-09
24.69,2016-05-06
22.44,2019-10-19
23.94,2016-06-12
21.00,2010-01-13
23.82,2016-07-13
24.09,2015-01-08
21.61,2016-12-27
20.46,2014-04-20
20.30,2014-12-21
24.03,2013-05-17
21.35,2020-10-28
21.13,2020-08-30
20.54,2014-06-13
20.14,2012-10-01
20.87,2015-10-31
21.60,2011-05-27
23.74,2017-06-12
24.68,2012-01-23
22.50,2013-01-29
22.05,2019-06-12
24.78,2014-04-30
23.86,2018-03-19
22.27,2020-06-04
22.36,2010-02-02
20.69,2013-07-01
22.09,2015-05-28
20.48,2012-06-18
21.01,2020-10-13
21.89,2020-10-28
24.61,2015-05-03
22.10,2010-03-13
21.92,2015-09-29
20.00,2016-05-23
24.86,2020-09-18
22.49,2019-06-08
24.70,2017-04-30
20.85,2014-04-03
24.66,2010-09-13
24.56,2019-06-27
22.88,2012-10-01
22.45,2020-04-23
20.62,2018-01-25
23.98,2014-03-18
23.81,2013-09-07
23.52,2014-06-07
20.57,2012-12-12
24.52,2011-07-12
21.30,2010-02-14
21.86,2012-03-16
24.31,2012-09-10
21.13,2016-06-27
21.72,2014-04-01
20.96,2017-10-12
23.15,2016-08-14
22.32,2010-01-19
22.23,2012-03-08
20.11,2010-12-07
21.33,2011-04-27
23.71,2014-03-15
21.44,2017-09-01
20.67,2013-03-12
22.64,2019-07-13
21.59,2012-04-28
24.88,2019-01-01
21.18,2013-05-18
22.23,2020-03-11
22.17,2013-07-11
22.08,2012-04-15
20.24,2014-06-07
23.02,2018-03-27
21.47,2018-04-17
20.46,2018-09-05
22.43,2014-07-04
20.77,2020-06-25
21.50,2020-10-14
21.34,2013-12-06
20.69,2011-10-08
22.86,2013-05-23
23.27,2018-09-15
22.59,2020-08-18
20.22,2020-02-24
23.56,2012-06-03
23.38,2018-01-20
22.33,2010-03-16
20.22,2017-10-04
20.25,2014-02-14
21.25,2019-09-02
20.61,2014-01-15
21.81,2015-10-13
22.90,2010-07-20
22.21,2017-02-12
21.90,2019-12-09
22.92,2014-07-06
24.56,2012-04-02
24.49,2018-08-06
24.97,2014-04-02
23.30,2015-06-19
21.35,2018-12-14
22.71,2017-10-16
24.14,2016-09-22
23.23,2013-01-22
24.40,2010-01-02
22.11,2020-08-15
23.53,2010-04-26
23.69,2017-02-27
23.94,2013-07-10
23.13,2014-10-21
23.90,2015-05-19
22.53,2018-07-24
21.51,2016-05-29
24.42,2018-04-26
22.33,2019-02-18
20.33,2015-07-03
21.23,2019-06-14
23.61,2015-01-17
23.32,2012-01-27
22.48,2019-09-13
21.90,2017-08-22
24.43,2014-10-11
21.13,2017-04-18
23.00,2018-02-04
21.45,2011-04-21
24.08,2010-08-27
21.59,2016-08-19
24.61,2018-12-19
22.66,2013-04-18
20.49,2016-06-13
24.84,2014-05-10
23.28,2015-08-23
22.47,2019-04-01
21.46,2017-01-23
20.00,2012-03-28
22.60,2014-03-27
24.42,2012-08-14
23.33,2013-07-03
23.54,2011-12-16
20.10,2018-07-28
24.05,2020-04-04
23.55,2012-08-26
20.12,2013-10-02
24.74,2010-05-01
24.57,2018-07-28
20.68,2016-12-27
20.23,2012-05-16
20.13,2020-10-20
21.79,2015-07-22
23.56,2019-03-18
21.02,2014-05-01
23.86,2020-03-26
24.26,2015-10-31
24.03,2019-05-16
22.46,2019-01-11
22.73,2010-01-08
20.29,2012-02-12
24.28,2017-01-30
20.43,2017-04-16
20.12,2013-01-28
22.40,2016-07-06
20.53,2015-06-09
24.85,2011-09-17
23.26,2013-01-01
22.06,2015-09-01
24.78,2014-12-03
20.23,2013-10-05
20.51,2018-12-07
20.13,2019-12-09
23.61,2010-08-09
21.06,2020-06-11
21.40,2010-09-09
22.13,2012-03-14
22.05,2019-01-14
22.42,2014-01-29
23.04,2011-10-14
21.18,2020-05-26
20.57,2019-05-27
20.09,2018-12-24
22.01,2012-01-16
24.23,2018-12-09
21.93,2020-04-15
22.18,2010-10-19
20.32,2016-03-01
22.72,2010-04-16
22.53,2019-08-01
20.86,2016-04-18
21.15,2019-08-06
22.91,2014-12-20
22.01,2011-03-01
22.49,2020-03-05
20.53,2016-12-20
24.36,2016-08-23
24.06,2016-10-02
21.98,2012-08-01
20.77,2012-01-07
20.61,2019-10-03
21.16,2011-08-30
22.71,2011-10-09
23.96,2016-06-30
21.88,2016-01-07
24.77,2012-07-14
24.60,2012-01-19
24.14,2013-09-28
20.97,2017-07-26
22.64,2019-03-21
20.54,2020-01-24
22.16,2019-06-02
24.72,2017-05-07
22.19,2016-02-27
24.15,2014-06-13
22.63,2015-02-26
24.51,2017-03-28
24.90,2013-09-15
23.39,2020-05-03
20.21,2015-04-27
20.62,2017-07-13
22.73,2018-06-03
21.38,2017-08-17
23.68,2019-09-20
21.22,2010-07-01
22.31,2015-07-04
24.95,2009-12-07
24.01,2010-03-16
23.13,2010-10-22
21.65,2019-04-22
22.57,2018-04-22
21.26,2011-03-09
20.11,2012-12-04
21.93,2017-01-12
22.60,2018-10-23
24.26,2015-06-23
21.09,2010-03-12
23.19,2010-04-11
21.37,2013-10-08
21.70,2018-04-27
20.90,2010-05-06
22.68,2010-01-12
24.01,2016-03-11
23.48,2014-02-27
22.88,2012-03-30
20.87,2015-03-09
22.75,2018-10-31
22.65,2020-05-12
22.05,2012-05-28
21.47,2017-03-06
23.24,2018-05-08
22.81,2010-03-18
22.40,2013-07-08
23.81,2019-06-01
22.84,2010-07-05
23.03,2015-02-17
21.03,2011-09-20
22.02,2018-04-20
23.74,2014-08-10
22.92,2015-07-10
24.93,2017-07-26
22.59,2020-06-15
21.34,2020-02-20
20.12,2017-02-03
23.48,2018-10-04
22.21,2014-10-24
24.43,2014-03-26
24.41,2011-09-15
24.84,2013-10-09
24.11,2010-07-28
22.41,2017-08-06
20.59,2014-04-14
20.34,2016-10-12
21.66,2016-08-26
23.65,2013-12-19
20.06,2020-08-14
24.02,2018-10-19
22.86,2017-12-23
22.90,2019-07-01
22.36,2014-04-30
21.79,2012-12-22
24.09,2011-03-11
20.97,2011-08-29
21.05,2012-05-31
20.00,2016-06-07
22.10,2019-02-18
20.46,2018-03-03
20.04,2019-12-28
22.93,2017-03-06
20.65,2019-04-24
21.72,2018-05-13
21.40,2013-03-03
24.02,2019-10-19
23.12,2009-12-12
23.84,2020-03-12
24.24,2013-11-01
24.70,2010-08-29
24.24,2012-08-04
21.27,2012-08-03
21.49,2015-05-11
24.83,2011-08-29
20.01,2012-04-28
22.60,2014-09-15
23.83,2011-10-27
21.97,2017-08-02
23.97,2014-04-03
23.11,2011-08-05
24.05,2016-05-15
22.68,2015-07-02
22.12,2011-08-08
22.99,2015-03-31
22.44,2011-07-22
21.08,2011-02-11
20.52,2016-08-06
23.24,2010-06-22
23.01,2014-08-24
22.47,2018-12-18
23.27,2019-03-17
21.04,2016-04-21
24.76,2013-06-12
20.59,2019-02-23
24.31,2011-07-03
21.29,2016-01-02
23.45,2015-09-27
22.09,2011-07-02
22.54,2014-08-03
23.36,2017-09-21
20.45,2011-09-07
21.25,2015-01-07
23.72,2020-08-16
21.57,2009-12-23
21.58,2018-03-10
20.82,2011-12-20
21.29,2013-08-08
21.06,2017-10-02
21.98,2012-05-02
22.23,2011-10-25
23.86,2011-12-06
21.38,2011-03-17
21.50,2014-01-26
20.13,2014-08-18
23.75,2018-01-13
21.33,2016-04-28
23.98,2019-05-16
20.81,2017-03-01
20.22,2013-05-01
22.99,2012-01-05
22.02,2020-01-19
21.30,2015-03-26
22.22,2013-08-29
22.38,2013-05-06
22.95,2012-08-06
21.58,2014-02-05
21.13,2011-04-13
23.21,2018-01-23
24.46,2013-10-31
24.36,2013-12-21
24.52,2017-05-05
21.51,2010-06-05
24.51,2015-09-16
22.04,2019-07-11
22.08,2016-03-29
23.11,2016-09-30
24.14,2011-06-27
23.63,2017-03-11
22.24,2020-02-27
24.77,2013-03-21
22.28,2013-04-06
21.27,2017-03-29
24.21,2018-10-10
24.95,2015-08-21
22.80,2010-06-02
23.69,2012-02-27
20.46,2014-07-25
23.12,2012-07-29
21.00,2013-04-14
23.98,2017-07-03
21.63,2019-12-08
20.05,2016-07-24
24.49,2011-01-14
21.08,2013-03-16
20.18,2012-08-14
23.96,2019-09-27
20.55,2015-05-01
24.82,2016-04-12
24.86,2019-12-08
24.40,2019-09-30
22.96,2010-04-16
24.54,2011-02-26
24.87,2015-02-26
23.32,2016-02-05
20.35,2014-07-02
21.08,2016-10-25
20.88,2020-04-16
22.57,2018-03-11
24.17,2014-12-21
22.58,2014-04-13
23.28,2012-06-19
23.01,2013-03-01
24.50,2019-03-23
21.71,2013-10-02
21.78,2012-01-01
20.85,2015-05-18
21.81,2010-06-29
23.27,2020-05-30
20.76,2014-07-20
21.65,2018-04-19
24.29,2010-03-22
24.95,2019-07-20
22.84,2016-08-26
22.79,2011-05-08
23.84,2013-02-02
23.48,2016-01-29
21.05,2016-07-22
23.68,2010-01-26
22.50,2014-12-06
21.97,2018-03-27
23.07,2020-10-02
22.36,2011-01-19
21.61,2011-09-11
20.07,2015-07-03
22.00,2012-05-11
20.14,2012-12-19
22.10,2009-12-30
24.42,2020-03-26
21.29,2018-08-18
20.50,2019-03-14
21.12,2010-08-24
21.95,2017-05-27
24.63,2015-05-29
21.10,2011-05-06
24.40,2012-07-20
22.70,2020-02-26
24.28,2013-08-16
21.38,2016-12-09
23.29,2018-02-06
22.88,2014-10-29
20.65,2020-01-02
20.04,2017-06-30
22.67,2018-03-21
22.85,2018-09-01
23.62,2019-07-17
23.30,2020-10-25
23.17,2012-08-03
23.71,2012-04-09
22.49,2011-01-26
21.64,2009-12-17
21.22,2016-04-03
22.50,2017-02-18
24.35,2019-05-17
21.48,2018-08-06
20.02,2015-02-01
24.40,2011-08-21
24.42,2018-12-28
23.08,2019-07-13
22.85,2015-02-11
21.99,2016-06-07
22.92,2020-09-27
23.31,2014-09-24
22.06,2011-05-05
24.40,2013-01-14
21.87,2017-05-02
21.49,2013-09-21
22.20,2019-04-28
20.74,2013-07-09
21.62,2019-07-20
20.06,2013-02-16
23.74,2011-03-29
24.10,2012-08-08
24.50,2018-08-05
20.15,2011-01-14
24.15,2011-09-17
23.61,2017-11-01
23.63,2011-05-27
20.92,2014-02-07
23.33,2011-09-15
22.43,2010-10-16
23.96,2010-07-19
20.00,2017-12-06
21.19,2012-02-10
20.87,2016-10-16
23.95,2012-08-26
24.28,2015-01-07
22.35,2011-01-12
20.86,2010-09-17
23.62,2012-09-21
23.43,2020-06-03
20.73,2013-03-01
21.51,2013-10-08
24.81,2011-01-21
24.19,2018-05-09
24.58,2019-04-04
23.19,2015-12-10
23.63,2016-04-15
23.77,2012-09-08
20.41,2010-10-16
20.90,2015-06-14
24.66,2018-09-24
21.19,2016-01-05
23.51,2011-01-17
21.17,2017-01-02
21.77,2012-05-13
20.26,2018-03-02
21.50,2009-12-07
21.12,2019-06-01
21.22,2014-01-22
22.14,2015-09-02
23.39,2012-12-09
22.70,2013-03-30
22.64,2019-08-04
20.94,2015-03-27
24.39,2020-01-16
23.93,2019-02-17
22.39,2014-10-28
22.16,2010-01-14
23.72,2014-12-31
21.86,2019-06-16
23.54,2013-10-18
20.43,2010-10-17
21.61,2011-09-02
21.95,2016-05-20
20.34,2016-03-15
22.09,2018-04-02
21.02,2012-10-14
21.10,2014-03-21
21.70,2015-05-09
24.41,2020-10-26
23.31,2014-04-08
20.68,2017-04-14
23.68,2019-01-29
21.04,2010-06-26
24.41,2015-04-01
21.96,2014-05-20
22.08,2014-04-21
22.29,2014-06-24
22.72,2010-06-14
21.12,2012-05-16
22.71,2010-05-18
22.30,2017-10-09
24.17,2014-03-10
24.74,2011-10-18
21.17,2012-12-03
22.80,2017-02-17
23.97,2010-06-15
23.63,2010-07-13
21.15,2014-07-01
20.93,2016-08-03
22.50,2012-07-10
23.26,2017-03-14
20.86,2014-08-31
23.89,2011-05-02
20.96,2011-10-28
21.87,2013-03-25
21.56,2019-03-22
24.75,2014-04-18
24.12,2020-05-04
20.25,2018-06-22
20.36,2012-12-19
24.40,2017-03-26
23.56,2010-12-23
21.08,2012-03-12
24.26,2020-04-13
22.44,2013-10-30
21.46,2019-02-03
20.81,2014-02-18
23.27,2012-09-11
23.65,2019-07-28
21.52,2016-08-03
21.41,2016-08-28
24.12,2020-08-30
23.54,2014-04-28
23.88,2013-07-17
20.61,2019-02-27
23.15,2013-09-18
20.13,2017-01-08
23.75,2010-03-03
20.10,2011-04-28
23.24,2010-06-30
23.18,2010-12-13
23.83,2011-03-05
21.19,2012-08-14
23.82,2013-10-19
20.75,2018-12-20
22.49,2009-12-19
23.80,2011-03-27
21.75,2013-02-04
21.16,2020-09-11
23.75,2011-03-11
23.51,2013-06-04
24.67,2017-12-14
20.65,2018-04-10
23.45,2013-12-11
22.42,2012-10-18
21.91,2019-06-12
22.64,2011-08-25
22.72,2013-05-30
20.41,2014-09-28
21.99,2013-09-30
22.06,2017-06-09
22.55,2013-05-12
24.93,2010-10-12
24.22,2017-08-21
22.79,2017-07-04
23.85,2018-02-26
24.88,2010-04-05
21.86,2020-02-21
24.82,2013-07-07
21.97,2016-12-13
21.25,2011-01-13
24.02,2011-04-10
21.48,2015-09-09
20.81,2020-08-26
20.16,2011-05-05
20.48,2014-04-23
20.08,2013-07-10
24.68,2011-12-30
23.57,2011-04-01
20.11,2019-09-03
20.47,2015-07-01
22.41,2014-01-23
24.13,2017-06-16
22.69,2020-10-29
21.75,2012-03-03
24.99,2014-07-30
24.98,2010-04-11
20.86,2020-05-21
22.23,2015-12-31
22.44,2012-04-25
20.08,2020-08-05
22.64,2015-04-18
24.85,2020-07-21
23.65,2010-10-30
21.67,2014-01-04
23.01,2015-07-27
24.21,2016-01-25
22.48,2010-02-07
20.18,2011-12-04
23.21,2019-02-20
24.95,2011-02-27
24.19,2014-10-02
20.40,2015-04-17
20.40,2017-11-01
23.76,2018-03-03
22.51,2014-02-12
22.56,2015-09-07
21.32,2011-08-06
24.03,2013-01-15
22.22,2017-04-30
22.20,2017-12-05
20.92,2018-06-20
20.68,2012-06-21
23.96,2010-06-01
21.52,2011-04-16
23.61,2011-07-06
22.55,2020-03-16
21.74,2016-07-01
24.15,2012-08-12
21.85,2013-08-23
22.50,2011-04-01
23.92,2013-05-10
22.75,2015-09-20
21.91,2010-08-03
24.55,2018-01-11
24.82,2013-02-17
24.10,2018-02-04
21.18,2014-04-17
24.21,2016-01-25
20.03,2011-03-15
20.63,2011-02-02
22.16,2020-02-04
24.14,2019-08-16
20.87,2010-08-08
24.27,2018-05-22
21.83,2010-08-18
23.25,2018-10-15
20.12,2012-12-30
21.75,2019-04-04
21.22,2014-07-28
24.85,2020-07-16
20.08,2017-09-07
23.45,2013-03-27
24.00,2013-02-18
23.57,2013-03-19
20.27,2015-07-01
21.98,2015-03-20
24.29,2017-04-10
23.01,2012-05-05
24.73,2016-07-02
24.98,2020-02-27
24.66,2016-12-02
22.18,2013-05-04
23.67,2011-12-29
22.85,2015-07-06
20.53,2019-03-31
20.65,2018-03-07
22.27,2016-12-08
24.95,2020-06-29
22.55,2016-12-11
24.11,2015-08-09
22.47,2020-03-29
24.44,2019-01-27
20.86,2017-05-31
24.73,2011-12-26
22.20,2019-04-13
20.73,2019-01-21
23.06,2013-09-11
23.84,2018-02-26
23.85,2015-01-23
21.91,2011-10-07
23.99,2012-05-05
22.16,2019-10-14
21.06,2012-04-13
21.68,2009-12-01
23.94,2015-04-26
24.22,2011-09-01
20.46,2019-04-05
21.38,2017-01-25
23.25,2020-10-10
20.49,2017-10-27
22.11,2018-10-25
23.64,2020-03-27
24.69,2015-02-24
21.94,2017-07-21
24.13,2010-03-08
20.68,2017-04-12
22.05,2012-02-24
21.52,2013-03-06
22.10,2018-04-05
20.91,2015-12-06
24.29,2011-05-29
20.08,2011-10-02
23.71,2015-05-06
23.86,2020-01-24
23.36,2019-10-15
22.33,2011-06-17
22.53,2010-10-21
22.97,2012-08-04
20.60,2014-09-07
23.68,2016-01-24
23.26,2015-08-11
24.07,2013-10-26
21.19,2014-12-15
23.38,2017-05-02
21.03,2011-06-03
23.64,2012-09-08
24.04,2017-07-07
20.62,2013-09-25
21.99,2017-09-21
24.77,2011-12-22
20.53,2020-01-25
20.30,2016-06-27
20.60,2020-05-08
22.75,2014-04-21
20.63,2018-01-31
21.43,2010-10-11
23.78,2014-10-26
22.27,2011-04-09
23.55,2020-04-01
21.08,2016-03-26
23.18,2020-04-20
24.05,2019-07-31
21.69,2019-12-16
20.98,2018-03-24
22.81,2017-08-14
24.08,2019-09-07
21.96,2016-05-05
20.95,2013-08-31
22.06,2015-07-19
20.55,2013-09-17
21.52,2020-04-15
20.19,2014-05-28
22.38,2018-01-08
21.24,2016-03-04
22.23,2020-05-05
24.82,2011-07-08
21.56,2013-07-04
22.69,2020-03-15
22.18,2016-06-19
22.22,2011-05-11
22.02,2019-04-12
23.25,2014-04-29
24.92,2017-04-12
22.19,2015-07-23
21.52,2016-03-20
23.95,2012-03-26
22.30,2020-06-22
20.10,2019-09-11
21.57,2019-01-13
21.55,2017-04-21
21.07,2020-07-08
23.38,2016-07-06
22.04,2017-06-28
22.94,2017-04-23
24.69,2011-01-07
23.51,2017-10-24
20.15,2018-01-16
24.96,2017-06-28
22.80,2012-07-20
24.89,2014-03-08
23.74,2014-09-01
21.36,2018-10-20
